Company,GST No,State,State Code,City,Address,Zip Code,PAN,CIN,Customer,Customer Address,GST No,Phone,Email,Type,Invoice No.,MRN/PO No.,Invoice Date,Raw Material,Category,Sub Category,HSN Code,Sap Code,Unit,Quantity,Price (?),Pre Tax Amount (?),CGST Tax Percentage,CGST Tax (?),SGST Tax Percentage,SGST Tax/Excise Duty (?),IGST Tax/VAT Percentage,IGST Tax/VAT Amount (?),CESS Tax Percentage,CESS Tax,Total TCS (?),Discount (?),Delivery Charge (?),Total Amount (?),Invoice Total (?),Raw Material ID,Raw Material Code,Description
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Sweet Potato,Vegetable,,0,,Kg,2,90,180,0,0,0,0,0,0,0,0,,,,180,,16703846,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Pok Choy,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703875,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Lemon Leaves,Vegetable,,0,,Kg,0.1,800,80,0,0,0,0,0,0,0,0,,,,80,,16703890,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Iceberg Lettuce,Vegetable,,0,,Kg,3,140,420,0,0,0,0,0,0,0,0,,,,420,,16703907,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Green Zucchini,Vegetable,,0,,Kg,2,110,220,0,0,0,0,0,0,0,0,,,,220,,16703911,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Green Garlic,Vegetable,,0,,Kg,0.4,250,100,0,0,0,0,0,0,0,0,,,,100,,16703913,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Fresh Red Chilly,Vegetable,,0,,Kg,0.5,120,60,0,0,0,0,0,0,0,0,,,,60,,16703920,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Fresh Mushroom,Vegetable,,0,,Kg,7,170,1190,0,0,0,0,0,0,0,0,,,,1190,,16703921,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Fresh Basil,Vegetable,,0,,Kg,1,160,160,0,0,0,0,0,0,0,0,,,,160,,16703924,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Chinese Cabbage,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703939,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Cherry Tomato,Vegetable,,0,,Kg,0.3,120,36,0,0,0,0,0,0,0,0,,,,36,,16703941,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Celery Leaves,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703942,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Broccoli,Vegetable,,0,,Kg,3,180,540,0,0,0,0,0,0,0,0,,,,540,,16703948,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Bell Pepper Red,Vegetable,,0,,Kg,3,130,390,0,0,0,0,0,0,0,0,,,,390,,16703952,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Bell Papper Yellow,Vegetable,,0,,Kg,3,130,390,0,0,0,0,0,0,0,0,,,,390,,16703953,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Bean Sprouts,Vegetable,,0,,Kg,0.25,120,30,0,0,0,0,0,0,0,0,,,,30,,16703955,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Baby Corn,Vegetable,,0,,Kg,2,120,240,0,0,0,0,0,0,0,0,,,,240,,16703963,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Asparagus,Vegetable,,0,,Kg,1,500,500,0,0,0,0,0,0,0,0,,,,500,,16703967,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,Aragula,Vegetable,,0,,Kg,0.5,500,250,0,0,0,0,0,0,0,0,,,,250,,16703968,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,546/JAN,5349,27-Jan-24,American Corn,Vegetable,,0,,Kg,3,70,210,0,0,0,0,0,0,0,0,,,,210,,16703970,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GEM ICE CUBES,,,,,Purchase,4155-Jan,5348,26-Jan-24,Ice,Food Ingredients,Frozan,0,,Kg,63,7,441,0,0,0,0,0,0,0,0,0,0,0,441,441,16704661,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48777/JAN,5347,26-Jan-24,Roasted Almond Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,5,42,210,9,18.9,9,18.9,0,0,0,0,0,0,0,247.8,1375,16704563,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48777/JAN,5347,26-Jan-24,Mango Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,5,31,155,9,13.95,9,13.95,0,0,0,0,,,,182.9,,16704566,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48777/JAN,5347,26-Jan-24,Malai Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,20,30,600,9,54,9,54,0,0,0,0,,,,708,,16704567,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,K48777/JAN,5347,26-Jan-24,Gulab Badam Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,5,40,200,9,18,9,18,0,0,0,0,,,,236,,16704571,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Wafer Potatos,Vegetable,,0,,Kg,15,42,630,0,0,0,0,0,0,0,0,0,0,0,630,11077,16703837,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Tomatos,Vegetable,,0,,Kg,33,36,1188,0,0,0,0,0,0,0,0,,,,1188,,16703838,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Staff Veg,Vegetable,,0,,Kg,15,38,570,0,0,0,0,0,0,0,0,,,,570,,16703851,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Spring Onion,Vegetable,,0,,Kg,3,48,144,0,0,0,0,0,0,0,0,,,,144,,16703854,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Spinach,Vegetable,,0,,Kg,11,36,396,0,0,0,0,0,0,0,0,,,,396,,16703855,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Raddish,Vegetable,,0,,Kg,2,32,64,0,0,0,0,0,0,0,0,,,,64,,16703868,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Potato,Vegetable,,0,,Kg,14,32,448,0,0,0,0,0,0,0,0,,,,448,,16703873,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Onion,Vegetable,,0,,Kg,80,45,3600,0,0,0,0,0,0,0,0,,,,3600,,16703882,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Mint Leaves,Vegetable,,0,,Kg,0.75,48,36,0,0,0,0,0,0,0,0,,,,36,,16703883,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Methi Fresh,Vegetable,,0,,Kg,2,46,92,0,0,0,0,0,0,0,0,,,,92,,16703885,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Lemon,Vegetable,,0,,Kg,9,70,630,0,0,0,0,0,0,0,0,,,,630,,16703894,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Lady Finger,Vegetable,,0,,Kg,1,44,44,0,0,0,0,0,0,0,0,,,,44,,16703896,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Karela,Vegetable,,0,,Kg,1,60,60,0,0,0,0,0,0,0,0,,,,60,,16703900,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Green Chilly,Vegetable,,0,,Kg,4,52,208,0,0,0,0,0,0,0,0,,,,208,,16703915,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Ginger,Vegetable,,0,,Kg,3,70,210,0,0,0,0,0,0,0,0,,,,210,,16703917,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Fresh Beans,Vegetable,,0,,Kg,7,68,476,0,0,0,0,0,0,0,0,,,,476,,16703923,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Cucumber,Vegetable,,0,,Kg,15,32,480,0,0,0,0,0,0,0,0,,,,480,,16703935,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Coriander Leaves,Vegetable,,0,,Kg,7,65,455,0,0,0,0,0,0,0,0,,,,455,,16703936,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Cauliflower,Vegetable,,0,,Kg,4,42,168,0,0,0,0,0,0,0,0,,,,168,,16703943,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Carrots,Vegetable,,0,,Kg,18,36,648,0,0,0,0,0,0,0,0,,,,648,,16703944,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Capsicum,Vegetable,,0,,Kg,5,48,240,0,0,0,0,0,0,0,0,,,,240,,16703945,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Cabbage,Vegetable,,0,,Kg,3,30,90,0,0,0,0,0,0,0,0,,,,90,,16703946,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Brinjal Big,Vegetable,,0,,Kg,2,60,120,0,0,0,0,0,0,0,0,,,,120,,16703949,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,115/JAN,5346,26-Jan-24,Banana Leaf,Vegetable,,0,,PCS,10,8,80,0,0,0,0,0,0,0,0,,,,80,,16703957,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Yellow Zucchini,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,0,0,0,110,3287,16703833,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Snow Peas,Vegetable,,0,,Kg,0.25,800,200,0,0,0,0,0,0,0,0,,,,200,,16703856,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Pok Choy,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703875,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Lemon Grass,Vegetable,,0,,Kg,0.5,120,60,0,0,0,0,0,0,0,0,,,,60,,16703893,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Green Zucchini,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703911,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Fresh Red Chilly,Vegetable,,0,,Kg,0.5,120,60,0,0,0,0,0,0,0,0,,,,60,,16703920,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Fresh Mushroom,Vegetable,,0,,Kg,4.6,170,782,0,0,0,0,0,0,0,0,,,,782,,16703921,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Fresh Basil,Vegetable,,0,,Kg,0.25,160,40,0,0,0,0,0,0,0,0,,,,40,,16703924,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Chinese Cabbage,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703939,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Broccoli,Vegetable,,0,,Kg,3.5,180,630,0,0,0,0,0,0,0,0,,,,630,,16703948,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Bell Pepper Red,Vegetable,,0,,Kg,1.5,130,195,0,0,0,0,0,0,0,0,,,,195,,16703952,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Bell Papper Yellow,Vegetable,,0,,Kg,1.5,130,195,0,0,0,0,0,0,0,0,,,,195,,16703953,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Bean Sprouts,Vegetable,,0,,Kg,0.25,120,30,0,0,0,0,0,0,0,0,,,,30,,16703955,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Baby Corn,Vegetable,,0,,Kg,1.5,120,180,0,0,0,0,0,0,0,0,,,,180,,16703963,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,American Corn,Vegetable,,0,,Kg,2.5,70,175,0,0,0,0,0,0,0,0,,,,175,,16703970,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,544/JAN,5345,26-Jan-24,Avocado Ind,Vegetable,,0,,Kg,0.5,600,300,0,0,0,0,0,0,0,0,,,,300,,16704081,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,507590/JAN,5344,26-Jan-24,Amul Cream,Dairy Products,Dairy,0,,PKT,12,205,2460,0,0,0,0,0,0,0,0,0,0,0,2460,2460,16704811,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Dark Cherry Filling,Food Ingredients,Toppings,0,,Kg,1,343.41,343.41,6,20.6,6,20.6,0,0,0,0,0,0,0,384.61,20919,16704274,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Rich Whip Topping Cream,Dairy Products,Dairy,0,,PKT,2,401.05,802.1,9,72.19,9,72.19,0,0,0,0,,,,946.48,,16704791,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Butter Amul,Dairy Products,Dairy,0,,PKT,40,232.13,9285.16,6,557.11,6,557.11,0,0,0,0,,,,10399.36,,16704809,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Amul Milk,Dairy Products,Dairy,0,,LTR,24,72.65,1743.6,2.5,43.59,2.5,43.59,0,0,0,0,,,,1830.78,,16704810,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Cheese Amul,Dairy Products,Cheese,0,,Kg,12,456,5472,6,328.32,6,328.32,0,0,0,0,,,,6128.64,,16704839,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Strawberry Filling,Food Ingredients,Can Food,0,,Kg,2,303.65,607.3,6,36.44,6,36.44,0,0,0,0,,,,680.18,,16704850,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,534140/JAN,5343,26-Jan-24,Sarso Ka Sag,Food Ingredients,Can Food,0,,TIN,8,61.28,490.24,6,29.41,6,29.41,0,0,0,0,,,,549.06,,16704854,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,52497/JAN,5342,26-Jan-24,Malai Paneer,Dairy Products,Dairy,0,,Kg,6,310,1860,0,0,0,0,0,0,0,0,0,0,0,1860,1860,16704797,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,18666/JAN,5341,26-Jan-24,Steam Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,0,0,0,160,650,16704514,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,18666/JAN,5341,26-Jan-24,Chopsuey Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,,,,160,,16704521,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,18666/JAN,5341,26-Jan-24,Wonton Patta,Food Ingredients,Frozan,0,,PKT,3,110,330,0,0,0,0,0,0,0,0,,,,330,,16704655,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GUPTA MILK CENTER,,,,,Purchase,17430/JAN,5340,26-Jan-24,Green Peas,Food Ingredients,Frozan,0,,PKT,3,95,285,0,0,0,0,0,0,0,0,0,0,0,285,1965,16704662,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GUPTA MILK CENTER,,,,,Purchase,17430/JAN,5340,26-Jan-24,Milk 3 Fat,Dairy Products,Dairy,0,,PKT,30,56,1680,0,0,0,0,0,0,0,0,,,,1680,,16704795,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,HY-FY BROILER,,,,,Purchase,1758/Jan,5339,26-Jan-24,Chicken Tandoori,Meat Material,Meat,0,,Kg,1.7,220,374,0,0,0,0,0,0,0,0,0,0,0,374,6374,16704529,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,HY-FY BROILER,,,,,Purchase,1758/Jan,5339,26-Jan-24,Chicken Leg Bonless,Meat Material,Meat,0,,Kg,12,250,3000,0,0,0,0,0,0,0,0,,,,3000,,16704531,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,HY-FY BROILER,,,,,Purchase,1758/Jan,5339,26-Jan-24,Chicken Breast Bonless,Meat Material,Meat,0,,Kg,12,250,3000,0,0,0,0,0,0,0,0,,,,3000,,16704537,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,ROYALin DAIRY,"JOGESHWARI WEST ,OPP ,FISH MARKET,MUMBAI 400102",27AEDPD1415M1ZR,,,Purchase,24776/JAN,5338,26-Jan-24,Malai Paneer,Dairy Products,Dairy,0,,Kg,6,320,1920,0,0,0,0,0,0,0,0,0,0,0,1920,1920,16704797,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Meat 4 You Traders,,,,,Purchase,4431-Jan,5337,26-Jan-24,Mutton Big Raan,Meat Material,Meat,0,,Kg,6.8,600,4080,0,0,0,0,0,0,0,0,0,0,0,4080,4080,16704526,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,18872/jan,5401,28-Jan-24,Steam Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,0,0,0,160,380,16704514,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,18872/jan,5401,28-Jan-24,Wonton Patta,Food Ingredients,Frozan,0,,PKT,2,110,220,0,0,0,0,0,0,0,0,,,,220,,16704655,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,91/jan,5400,28-Jan-24,Fuel Tin,Non Food,,0,,TIN,29,60,1740,0,0,0,0,0,0,0,0,0,0,0,1740,5310,16703990,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,91/jan,5400,28-Jan-24,Papdi,Grocery,,0,,PKT,2,70,140,0,0,0,0,0,0,0,0,,,,140,,16704021,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,91/jan,5400,28-Jan-24,Almond Milk,Dairy Products,Dairy,0,,PKT,30,75,2250,0,0,0,0,0,0,0,0,,,,2250,,16704812,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,91/jan,5400,28-Jan-24,Strawberry Crush,Beverages,Crush & Puree,0,,BTL,1,180,180,0,0,0,0,0,0,0,0,,,,180,,16704814,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,91/jan,5400,28-Jan-24,Cheesling,Food Ingredients,Can Food,0,,TIN,1,1000,1000,0,0,0,0,0,0,0,0,,,,1000,,16704888,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Bhakti Catering,,,,,Purchase,90/jan,5399,28-Jan-24,Chapati For Staff,Grocery,,0,,PCS,300,5.5,1650,0,0,0,0,0,0,0,0,0,0,0,1650,1650,16704128,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Lagoon General Stores,,,,,Purchase,89/jan,5398,28-Jan-24,Corn Flakes,Grocery,,0,,PKT,1,50,50,0,0,0,0,0,0,0,0,0,0,0,50,50,16704043,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Gopal Banana Chips,,,,,Purchase,88/jan,5397,28-Jan-24,Yellow Banana Chips,Bakery,,0,,Kg,10,380,3800,0,0,0,0,0,0,0,0,0,0,0,3800,6280,16704165,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Gopal Banana Chips,,,,,Purchase,88/jan,5397,28-Jan-24,Spicy Banana Chips (red),Bakery,,0,,Kg,8,310,2480,0,0,0,0,0,0,0,0,,,,2480,,16704168,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Amul Store,,,,,Purchase,87/jan,5396,28-Jan-24,Green Peppercorn,Grocery,,0,,BTL,1,200,200,0,0,0,0,0,0,0,0,0,0,0,200,200,16704034,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GEM ICE CUBES,,,,,Purchase,1-Jan,5395,28-Jan-24,Ice,Food Ingredients,Frozan,0,,Kg,75,7,525,0,0,0,0,0,0,0,0,0,0,0,525,525,16704661,,
